"Itinerário espiritual da Igreja católica";"Julio Fleichman";"Grande livro.";"Olavo de Carvalho";"True OutSpeak";"2007-03-19";"2520"
"The Roads to Modernity: The British, French, and American Enlightenments";"Gertrude Himmelfarb";"Para ter alguma idéia sobre os diferentes Iluminismos.";"Olavo de Carvalho";"True OutSpeak";"2007-03-26";"360"
"História das Ideias Políticas";"Eric Voegelin";"Fonte de informação necessária para o período do Iluminismo (período moderno?).";"Olavo de Carvalho";"True OutSpeak";"2007-03-26";"390"
"The Shape of Things to Come";"H. G. Wells";"Documentação sobre os planos da Sociedade Fabiana.";"Olavo de Carvalho";"True OutSpeak";"2007-03-26";"1540"
"Islamic Homosexualities: Culture, History, and Literature";"Stephen Murray";"Em geral, na sociedade islâmica, se considera que a homosexualidade não é uma orientação sexual, mas uma experiência temporária, que acontece sobretudo na adolescência.";"Olavo de Carvalho";"True OutSpeak";"2007-04-09";"2760"
"A enxada e a lança: a África antes dos Portugueses";"Alberto da Costa e Silva";"Um dos livros mais completos que existe sobre a escravidão. Mostra que a escravidão islâmica foi formidável.";"Olavo de Carvalho";"True OutSpeak";"2007-04-25";"660"
"A History of Philosophy";"Frederick Copleston";"Ler os livros que ele recomenda é necessário para a educação.";"Olavo de Carvalho";"True OutSpeak";"2007-04-25";"3600"
"O Homem Revoltado";"Albert Camus";"Uma fenomenologia do espírito revolucionário, do espírito da revolta, que mostra que toda a revolta é uma "revolta contra Deus e a realidade".";"Olavo de Carvalho";"True OutSpeak";"2007-05-07";"2760"
"A History of Magic and Experimental Science";"Lynn Thorndike";"Um livro monumental. Obra geral sobre a história da ciência. Chega até o século 18, embora não tenha uma unidade de enfoque contínuo como podemos encontrar, na área da literatura, em Carpeaux.";"Olavo de Carvalho";"True OutSpeak";"2007-05-14";"1380"
"Le Système du Monde: Histoire des Doctrines Cosmologiques de Platon à Copernic";"Pierre Duhem";"Uma história das visões do mundo (doutrinas cosmológicas), mas não chega até a modernidade.";"Olavo de Carvalho";"True OutSpeak";"2007-05-14";"1380"
"De Arquimedes a Einstein: a face oculta da invenção científica";"Pierre Thuillier";"História das anomalias que acompanham o desenvolvimento das ciências.";"Olavo de Carvalho";"True OutSpeak";"2007-05-14";"1380"
"La Revanche des Sorcières: L'Irrationnel et la Pensée Scientifique";"Pierre Thuillier";"Livro muito interessante, para compor os livros necessários para entender a história das ciências.";"Olavo de Carvalho";"True OutSpeak";"2007-05-14";"1380"
"The Liberal Mind: The Psychological Causes of Political Madness";"Lyle H. Rossiter Jr.";"Médico psiquiatra que mostra que a estrutura de pensamento da ideologia esquerdista é idêntica a um delírio esquizofrênico.";"Olavo de Carvalho";"True OutSpeak";"2007-05-14";"3040"
"The Liberal Mind: The Psychological Causes of Political Madness";"Lyle H. Rossiter Jr.";"Esquerdismo como doença psicológica";"Olavo de Carvalho";"True OutSpeak";"2011-07-13";"3240"
"Ideologies and the Corruption of Thought";"Joseph Gabel";"Médico psiquiatra que mostra que a estrutura de pensamento da ideologia esquerdista é idêntica a um delírio esquizofrênico.";"Olavo de Carvalho";"True OutSpeak";"2007-05-14";"3040"
"I mostri della ragione";"Rino Cammilleri";"Parte da famosa frase "o sonho da razão produz monstros" e diz que é a própria razão que cria monstros e não apenas o sonho. Coleta as cretinices revolucionárias criadas durante os últimos séculos.";"Olavo de Carvalho";"True OutSpeak";"2007-05-14";"3190"
"I mostri della ragione";"Rino Cammilleri";"Autor leu toda a propaganda revolucionária do século XVIII e viu que a famosa idéia que a revolução produz morticínio apenas por um erro está completamente errada e que a ação foi sincronizada com a intenção.";"Olavo de Carvalho";"True OutSpeak";"2011-10-05";"540"
"O Delírio De Dawkins";"Alister McGrath";"Resposta ao "The God Delusion". Este autor mostra a proporção de cientista que aceitam a teoria da evolução: entre 50% e 60% e não 99% como se pensa.";"Olavo de Carvalho";"True OutSpeak";"2007-05-21";"2880"
"O Deus de Dawkins: Genes, memes e o significado da vida";"Alister McGrath";"Este autor mostra a proporção de cientista que aceitam a teoria da evolução: entre 50% e 60% e não 99% como se pensa.";"Olavo de Carvalho";"True OutSpeak";"2007-05-21";"2880"
"The Best Enemy Money Can Buy";"Antony C. Sutton";"Estudou por 50 anos a União Soviética e prova que toda a economia desse país foi formada por ajuda americana.";"Olavo de Carvalho";"True OutSpeak";"2007-05-28";"2130"
"O Cristianismo e a Constituição";"Juarez Altafin";"Mostra os fundamentos cristãos de praticamente todas as leis vigentes no Brasil.";"Olavo de Carvalho";"True OutSpeak";"2007-06-18";"2370"
"The Myth of Hitler’s Pope";"David Dalin";"Evidencia as mentiras referente a idéia de que a igreja nada fez contra o nazismo.";"Olavo de Carvalho";"True OutSpeak";"2007-06-18";"2490"
"Hitler’s Table Talk, 1941-1944";"Hugh Trevor-Roper";"Documenta que Hitler dizia que cristianismo e nazismo eram incompatíveis e uns dos dois deveria morrer.";"Olavo de Carvalho";"True OutSpeak";"2007-06-18";"2490"
"History of Rome";"Theodor Mommsen";"Livro clássico sobre história antiga.";"Olavo de Carvalho";"True OutSpeak";"2007-07-16";"1780"
"História de Roma";"M. Rostovtzeff";"Livro clássico sobre história antiga.";"Olavo de Carvalho";"True OutSpeak";"2007-07-16";"1780"
"A War Like No Other: How the Athenians and Spartans Fought the Peloponnesian War";"Victor Davis Hanson";"Sobre a guerra do Peloponeso.";"Olavo de Carvalho";"True OutSpeak";"2007-07-16";"1780"
"Aristotle";"Ingemar Düring";"Melhor livro sobre Aristóteles. não tem um problema na obra de Aristóteles que o autor não tenha percebido com muita clareza.";"Olavo de Carvalho";"True OutSpeak";"2007-07-16";"1980"
"Études aristotéliciennes";"Suzanne Mansion";"Um dos melhores livros sobre Aristóteles.";"Olavo de Carvalho";"True OutSpeak";"2007-07-16";"1980"
"R. E. Lee";"Douglas S. Freeman";"Biografia completa sobre Robert Edward Lee, herói da Virgínia.";"Olavo de Carvalho";"True OutSpeak";"2007-07-16";"2220"
"The Civil War: A Narrative";"Shelby Foote";"História narrativa da Guerra Civil Americana. Pró-nortista, mas sem viés.";"Olavo de Carvalho";"True OutSpeak";"2007-07-16";"2220"
"The South Was Right!";"James KennedyWalter Kennedy";"História narrativa da Guerra Civil Americana, com visão pró-sulista.";"Olavo de Carvalho";"True OutSpeak";"2007-07-16";"2220"
"America: The Last Best Hope";"William Bennett";"Sobre história americana em geral. Uma obra prima sobre história da américa.";"Olavo de Carvalho";"True OutSpeak";"2007-07-16";"2220"
"La agonía del Psicoanálisis";"Juan José López Ibor";"Em geral há um consenso de que psicanálise não é ciência, e esse livro fala sobre isso.";"Olavo de Carvalho";"True OutSpeak";"2007-07-16";"2640"
"Plato";"Paul Friedlander";"Beabá para estudo de Platão.";"Olavo de Carvalho";"True OutSpeak";"2007-07-30";"150"
"Plato";"Paul Friedlander";"Reporta as idéias à experiência. em qual circustância, concreta e humana, certas questões ocorreram a Sócrates e Platão e como eles trabalharam para tirar daí os conceitos filosóficos que iriam discutir depois.";"";"";"";""
"Para Uma Nova Interpretacao De Platão";"Giovanni Reale";"Beabá para estudo de Platão.";"Olavo de Carvalho";"True OutSpeak";"2007-07-30";"150"
"Diagnóstico de Nosso Tempo";"Karl Mannheim";"Existe um capítulo desse livro que todos deveriam ler: 'A estratégia do grupo nazista' para comparar os atos dos nazistas com os atos do PT.";"Olavo de Carvalho";"True OutSpeak";"2007-08-06";"410"
"Diagnóstico de Nosso Tempo";"Karl Mannheim";"O que teria sido do fascismo e do nazismo sem a técnica da estimulação contraditória com que esses movimentos desorganizavam a sociedade civil.";"";"";"";""
"White Gold: The Extraordinary Story of Thomas Pellow and Islam’s One Million White Slaves";"Giles Milton";"História de uma das investidas árabes para pegar escravos na Inglaterra a partir de 1500.";"Olavo de Carvalho";"True OutSpeak";"2007-08-13";"3420"
"New Lies for Old";"Anatoliy Golitsyn";"Para entender a estratégia atual do movimento comunista.";"Olavo de Carvalho";"True OutSpeak";"2007-08-20";"2760"
"A Farsa Ianomâmi";"Carlos Alberto Lima Menna Barreto";"Mostra que a ONU inventa tribos indígenas que não existem para exigir direitos e terras.";"Olavo de Carvalho";"True OutSpeak";"2007-08-20";"3340"
"Mainsprings of Civilization";"Ellsworth Huntington";"Diz que existem poucas constantes na história do mundo, mas que a aproximação entre as sociedades, e de certo modo a globalização, é uma constante. Mas isso não quer dizer que seja um globalização administrativa e política.";"Olavo de Carvalho";"True OutSpeak";"2007-08-20";"3390"
"Torturados por Amor a Cristo";"Richard Wurmbrand";"Um livro que todos deveriam ler para entender as torturas impostas pelos comunistas.";"Olavo de Carvalho";"True OutSpeak";"2007-08-27";"2520"
"Sabotage: America’s Enemies within the CIA";"Rowan Scarborough";"Mostra que a CIA trabalha contra a América faz tempo, pelo menos desde o tempo de Clinton.";"Olavo de Carvalho";"True OutSpeak";"2007-08-27";"3390"
"The Abolition of Britain: From Winston Churchill to Princess Diana";"Peter Hitchens";"Para começar a entender como o multiculturalismo acabou com a identidade da Inglaterra.";"Olavo de Carvalho";"True OutSpeak";"2007-09-24";"240"
"Kinsey: Crimes and Consequences the Red Queen and the Grand Scheme";"Judith A. Reisman";"Contém toda a História do caso Kinsey. Kinsey fazia experiências com presidiários e depois aplicavam os resultados a toda população americana.";"Olavo de Carvalho";"True OutSpeak";;
"Blowing Up Russia: The Secret Plot to Bring Back KGB Terror";"Alexander LitvinenkoYuri Felshtinsky";"Explicando que quem ainda manda na Rússia é a KGB.";"Olavo de Carvalho";"True OutSpeak";;
"Schmoozing With Terrorists: From Hollywood to the Holy Land, Jihadists Reveal Their Global Plans, to a Jew!";"Aaron Klein";"Autor dá uma lista enorme de terrorista que promoveram a candidatura Hillary Clinton para presidência em 2008.";"Olavo de Carvalho";"True OutSpeak";"2007-10-08";"210"
"America’s Thirty Years War: Who Is Winning?";"Balint Vazsonyi";"O Autor conta que existe uma guerra dentro dos EUA, de trinta anos, e que o país está perdendo, pois tudo está piorando: educação, moral etc.";"Olavo de Carvalho";"True OutSpeak";"2007-10-08";"720"
"O Mistério Do Capital";"Hernando de Soto";"Livro que todos deveriam ler. Porque o capitalismo não vingou depois da derrocada do socialismo econômico.";"Olavo de Carvalho";"True OutSpeak";"2007-10-08";"3000"
"O Mistério Do Capital";"Hernando de Soto";"Esse sujeito descobriu o óbvio: a base da riqueza das nações é o registro de imóveis, pois com qualquer imóvel já é algum capital.";"Olavo de Carvalho";"True OutSpeak";"2007-12-03";"860"
"Teilhardism and the New Religion: A Thorough Analysis of the Teachings of Pierre Teilhard De Chardin";"Wolfgang Smith";"Tudo o que esse autor escreve é precioso.";"Olavo de Carvalho";"True OutSpeak";"2007-10-15";"780"
"The History of the Race Idea: From Ray to Carus";"Eric Voegelin";"O único autor que rastreou a idéia de raça e identidade racial.";"Olavo de Carvalho";"True OutSpeak";"2007-10-22";"780"
"History of the Popes: Their Church and State";"Leopold von Ranke";"Obra-prima da historiografia de todos os tempos.";"Olavo de Carvalho";"True OutSpeak";"2007-10-22";"2280"
"Domesday Book and Beyond: Three Essays in the Early History of England";"F. W. Maitland";"Obra-prima da historiografia de todos os tempos. Vários ensaios sobre a origem da Inglaterra.";"Olavo de Carvalho";"True OutSpeak";"2007-10-22";"2280"
"Geschichte des Altertums";"Eduard Meyer";"Obra-prima da historiografia de todos os tempos.";"Olavo de Carvalho";"True OutSpeak";"2007-10-22";"2280"
"Cultura do Renascimento na Itália";"Jacob Burckhardt";"Obra-prima da historiografia de todos os tempos.";"Olavo de Carvalho";"True OutSpeak";"2007-10-22";"2280"
"Os Dois Corpos do Rei";"Ernst Kantorowicz";"Obra-prima da historiografia de todos os tempos. Um estudo de como surge a idéia meio mística do estado moderno.";"Olavo de Carvalho";"True OutSpeak";"2007-10-22";"2280"
"A Mulher no Tempo das Catedrais";"Régine Pernoud";"Obra-prima da historiografia de todos os tempos. Livro maravilhoso.";"Olavo de Carvalho";"True OutSpeak";"2007-10-22";"2280"
"A Mulher no Tempo das Catedrais";"Régine Pernoud";"Sobre a questão da suposta opressão das mulheres - de fato, ausente na história, especialmente na Idade Média. O livro investiga os vários papéis tomados pelas mulheres e fornece detalhes sobre as vidas de algumas das figuras femininas mais interessantes.";"";"";"";""
"History of Frederic II of Prussia";"Thomas Carlyle";"Obra-prima da historiografia de todos os tempos.";"Olavo de Carvalho";"True OutSpeak";"2007-10-22";"2280"
"Teoria tridimensional do direito";"Miguel Reale";"O primeiro sujeito que, na história humana, conseguiu dizer o que é o fenômeno do "Direito".";"Olavo de Carvalho";"True OutSpeak";"2007-11-05";"1440"
"O Ano do Galo: Verdades Sobre a China";"Guy Sorman";"Este autor sempre tem coisas interessantes a dizer.";"Olavo de Carvalho";"True OutSpeak";"2007-11-12";"60"
"Brotherhood of Darkness";"Stanley Monteith";"Um estudo breve, mas um dos mais sérios, sobre a composição do poder global hoje.";"Olavo de Carvalho";"True OutSpeak";"2007-11-12";"3200"
"Les Conditions de l esprit scientifique";"Jean Fourastié";"Diz que, junto com a história do conhecimento, é necessário fazer a história da ignorância.";"Olavo de Carvalho";"True OutSpeak";"2007-11-26";"3020"
"Les Conditions de l esprit scientifique";"Jean Fourastié";"Embora tenha uma série de erros e equívocos foi muito útil pois chamou a atenção para o fenômeno da história da ignorância. na verdade, isso constitui a única coisa importante do livro.";"";"";"";""
"Les Conditions de l esprit scientifique";"Jean Fourastié";"Mapa da Ignorância: classificar o que lhe falta saber para entender alguma coisa que você quer entender.";"";"";"";""
"Cosmos and Transcendence";"Wolfgang Smith";"Neste livro há um estudo sobre Jung, com algumas objeções a ele.";"Olavo de Carvalho";"True OutSpeak";"2007-12-03";"1550"
"Cosmos and Transcendence";"Wolfgang Smith";"Somente na medida em que aceita os pressupostos filosóficos da ciência como doutrina é que, o cientista moderno, utilizando-a como orientação intelectual como um todo, renuncia a realidade. A diferença entre as duas atitudes fica clara neste livro.";"";"";"";""
"Judgment in Moscow";"Vladimir Bukovsky";"Autor é um exilado russo. Foi o primeiro pesquisador a entrar nos arquivos do partico comunista soviético, descobrindo que a KGB financiava praticamente toda a mídia de centro-esquerda da Europa.";"Olavo de Carvalho";"True OutSpeak";"2007-12-10";"1830"
"Judgment in Moscow";"Vladimir Bukovsky";"Tão logo dissolvida oficialmente a URSS, seus agentes de influência na Europa e nos EUA se mobilizaram numa bem sucedida operação para bloquear toda investigação dos crimes soviéticos.";"";"";"";""
"A revolução quilombola";"Nelson Ramos Barretto";"";"Olavo de Carvalho";"True OutSpeak";"2007-12-10";"1960"
"Lord Jim";"Joseph Conrad";"Um marinheiro que, depois de abondonar um navio em uma tempestade, mas que não afundou, tenta limpar sua imagem através de atos heróicos e meio suicidas. Essa é a história da esquerda brasileira do golpe de 64 para cá.";"Olavo de Carvalho";"True OutSpeak";"2007-12-10";"3390"
"Os Intelectuais";"Paul Johnson";"Retrada os intelectuais charlatães que são ídolos da modernidade.";"Olavo de Carvalho";"True OutSpeak";"2007-12-17";"1530"
"Os Intelectuais";"Paul Johnson";"Que Marx tivesse, pessoalmente, um tremendo senso do teatro, do fingimento, da prestidigitação, e? coisa que os biógrafos já estabeleceram com certeza suficiente.";"";"";"";""
"Os Intelectuais";"Paul Johnson";"demonstrou que o tipo moderno do intelectual, cuja primeira encarnação ele localiza em Rousseau (poderia também ter dito Voltaire, ou Diderot), é substancialmente um mentiroso contumaz, um perverso egocêntrico e imoral, incapaz de guiar-se a si mesmo e metido, não obstante, a guiar a humanidade.";"";"";"";""
"Os Intelectuais";"Paul Johnson";"Mostra como todos os mentores do pensamento moderno são de um mendacidade extrema, realmente personalidades perturbadas.";"";"";"";""
"Karl Marx, racist";"Nathaniel Weyl";"Lado material do charlatanismo da Karl Marx.";"Olavo de Carvalho";"True OutSpeak";"2007-12-17";"1530"
"Marx & Satan";"Richard Wurmbrand";"Autor é prisioneiro de campos de concentração comunista. percebeu que os comunistas insistiam na propaganda anti-cristã. e descobriu que 2/3 da obra de Marx está escondida.";"Olavo de Carvalho";"True OutSpeak";"2007-12-17";"1530"
"Karl Marx and the Critical Examination of His Works";"Leslie R. Page";"Examina as falsificações da documentação utilizada como base para as provas de Marx.";"Olavo de Carvalho";"True OutSpeak";"2007-12-17";"1530"
"Marx as politician";"David Felix";"Documenta alguma falsificações de Marx.";"Olavo de Carvalho";"True OutSpeak";"2007-12-17";"1530"
"Eu e Tu";"Martin Buber";"Livro essencial.";"Olavo de Carvalho";"True OutSpeak";"2008-01-07";"3260"
"História dos fundadores do Império no Brasil";"Otávio Tarquínio de Sousa";"Tem muitos dados sobre a participação da maçonaria. vida de D. Pedro I. Vida de José Benefício.";"Olavo de Carvalho";"True OutSpeak";"2008-01-14";"840"
"História dos fundadores do Império no Brasil";"Otávio Tarquínio de Sousa";"O Brasil tinha uma elite quase tão bem preparada quanto os fundadores norte americanos, sob certos aspectos até superior que eles.. é obrigatória a leitura.";"";"";"";""
"O Reno se lança no Tibre";"Ralph Wiltgen";"A influência dos teólogos que deram ao concílio vaticano II a sua orientação totalmente modernista. Modernismo como escola teológica condenada por vários papas.";"Olavo de Carvalho";"True OutSpeak";"2008-01-14";"1680"
"Institutio Oratoria";"Quintiliano";"Manual mais prático de retórica.";"Olavo de Carvalho";"True OutSpeak";"2008-01-14";"2550"
"O Livro Negro do Comunismo";"Obra Coletiva";"Documenta os crimes do comunismo.";"Olavo de Carvalho";"True OutSpeak";"2008-01-14";"2920"
"Lenin in Zurich";"Alexander Soljenítsin";"Conta como os soviéticos tinham várias empresas capitalistas na europa.";"Olavo de Carvalho";"True OutSpeak";"2008-01-14";"3240"
"To eliminate the opiate";"Marvin S. Antelman";"Livro muito importante. conta que Marx pertencia a uma família de rabinos traidores. e que Marx foi pago para escrever suas idéias.";"Olavo de Carvalho";"True OutSpeak";"2008-01-21";"460"
"To eliminate the opiate";"Marvin S. Antelman";"Descreve a degradação do judaísmo pelo liberalismo modernizante desde o início do século XIX.";"";"";"";""
"Blacklisted by History: The Untold Story of Senator Joe McCarthy and His Fight Against America’s Enemies";"M. Stanton Evans";"Depois que Mao tomou poder na China e que o governo em Hong Kong foi tornado independente da China, o Departamento de Estado Americano tinha planos para matar o governante de Hong Kong.";"Olavo de Carvalho";"True OutSpeak";"2008-01-21";"1980"
"Blacklisted by History: The Untold Story of Senator Joe McCarthy and His Fight Against America’s Enemies";"M. Stanton Evans";"Revê a história do senador McCarthy, mostrando todos aqueles nas quais o senador lançou suspeita eram, de fato, agentes soviéticos.";"Olavo de Carvalho";"True OutSpeak";"2012-05-23";"2980"
"Gnostic Return in Modernity";"Cyril O'Regan";"Tem uma idéia do status quaestionis sobre a gnose dos movimentos revolucionários.";"Olavo de Carvalho";"True OutSpeak";"2008-01-21";"2160"
"Cv-pcc: a Irmandade do Crime";"Carlos Amorim";"Fatos documentados mostrando como o crime nasceu e evoluiu aprendendo os conceitos de revolução com os presos políticos da prisão da Ilha Grande.";"Olavo de Carvalho";"True OutSpeak";"2008-01-28";"810"
"O escândalo do mensalão";"Ivo Patarra";"Toda a documentação do caso.";"Olavo de Carvalho";"True OutSpeak";"2008-01-28";"860"
"The Soviet Cultural Offensive: The Role of Cultural Diplomacy in Soviet Foreign Policy";"Frederick Charles Barghoorn";"Livro sobre a ofensiva cultural soviética. Sobre a segunda fase da ofensiva cultural que começou nos anos 50.";"Olavo de Carvalho";"True OutSpeak";"2008-02-11";"1020"
"The KGB and Soviet Disinformation: An Insider’s View";"Ladislav Bittman";"O autor era agente da KGB na América Latina e tinha a sua disposição numerosos jornalistas no Brasil.";"Olavo de Carvalho";"True OutSpeak";"2008-02-11";"1380"
"The KGB and Soviet Disinformation: An Insider’s View";"Ladislav Bittman";"Obra para o grupo de estudos estratégicos.";"";"";"";""
"Las puertas del infierno. La historia de la Iglesia jamás contada";"Ricardo de la Cierva";"A penetração da KGB dentro de Igreja Católica remonta aos anos 30.";"Olavo de Carvalho";"True OutSpeak";"2008-02-18";"1620"
"La Mafia De La Habana: Nuestra Cosa Nostra";"Luis Grave de Peralta Morell";"Fidel Castro é o chefe do narcotráfico na América Latina.";"Olavo de Carvalho";"True OutSpeak";"2008-02-25";"2460"
"Stalin’s War: A Radical New Theory of the Origins of the Second World War";"Ernst Topitsch";"Governo soviético armou a Alemanha nazista, para provocar a segunda guerra mundial.";"Olavo de Carvalho";"True OutSpeak";"2008-03-10";"3210"
"Moral Man and Immoral Society: A Study of Ethics and Politics";"Reinhold Niebuhr";"Livro que marcou época. a sociedade não pode ter uma moral maior do que o indivíduo tem. o autor era socialista na época.";"Olavo de Carvalho";"True OutSpeak";"2008-04-28";"980"
"Moral Man and Immoral Society: A Study of Ethics and Politics";"Reinhold Niebuhr";"Defende a tese, amplamente confirmada pela experie?ncia histo?rica, segundo a qual indivi?duos humanos alcanc?am um ni?vel de consicie?ncia e de moralidade muito superior, em geral, na?o so? ao da sua sociedade, como tambe?m ao de qualquer sociedade conhecida.";"";"";"";""
